score,at,content,tokens,tokens_nostop,stemmed,final_text,sentiment_label,sentiment_score
1,2025 03 11 18 18 06,sekarang kalau cod pilih opsi jasa kirim tapi cod selalu tidak bisa tidak seperti dulu kecewa,"['sekarang', 'kalau', 'cod', 'pilih', 'opsi', 'jasa', 'kirim', 'tapi', 'cod', 'selalu', 'tidak', 'bisa', 'tidak', 'seperti', 'dulu', 'kecewa']",[],[],,ERROR,0.0
3,2025 03 11 17 41 54,ada saran nih untuk print out alamat usahakan jangan ada nama alamat telpon di kertas itu hanya ada barcode dan nama wilayah seperti provinsi kec kota saja dan jenis barang jadi nama alamat lengkap no telpon tersebut munculnya di aplikasi kurirnya jangan di kertas untuk privasi customer,"['ada', 'saran', 'nih', 'untuk', 'print', 'out', 'alamat', 'usahakan', 'jangan', 'ada', 'nama', 'alamat', 'telpon', 'di', 'kertas', 'itu', 'hanya', 'ada', 'barcode', 'dan', 'nama', 'wilayah', 'seperti', 'provinsi', 'kec', 'kota', 'saja', 'dan', 'jenis', 'barang', 'jadi', 'nama', 'alamat', 'lengkap', 'no', 'telpon', 'tersebut', 'munculnya', 'di', 'aplikasi', 'kurirnya', 'jangan', 'di', 'kertas', 'untuk', 'privasi', 'customer']","['print', 'usahakan', 'kec', 'munculnya', 'kurirnya']","['print', 'usaha', 'kec', 'muncul', 'kurir']",print usaha kec muncul kurir,neutral,0.9978159666061401
5,2025 03 11 17 40 32,belanja selalu di sini shope cod ep pruupppppp,"['belanja', 'selalu', 'di', 'sini', 'shope', 'cod', 'ep', 'pruupppppp']","['belanja', 'pruupppppp']","['belanja', 'pruupppppp']",belanja pruupppppp,neutral,0.9912354946136475
4,2025 03 11 15 56 40,tolong min di status pengiriman di cantumin no hp kurir ny soal nya barang sering gk sampek dan kadang ad kurir yg kurang ajar mentang yg di rumah nenek pas cod mau di pintain yg gk sesuai sma harga nya jd kita gk bisa hubungin kurir yg bersangkutan kalok gk ad no hp nya,"['tolong', 'min', 'di', 'status', 'pengiriman', 'di', 'cantumin', 'no', 'hp', 'kurir', 'ny', 'soal', 'nya', 'barang', 'sering', 'gk', 'sampek', 'dan', 'kadang', 'ad', 'kurir', 'yg', 'kurang', 'ajar', 'mentang', 'yg', 'di', 'rumah', 'nenek', 'pas', 'cod', 'mau', 'di', 'pintain', 'yg', 'gk', 'sesuai', 'sma', 'harga', 'nya', 'jd', 'kita', 'gk', 'bisa', 'hubungin', 'kurir', 'yg', 'bersangkutan', 'kalok', 'gk', 'ad', 'no', 'hp', 'nya']","['ajar', 'pintain', 'bersangkutan']","['ajar', 'pintain', 'sangkut']",ajar pintain sangkut,positive,0.5373129844665527
5,2025 03 11 15 46 17,nah gitu dong spx kamu bisa sayang opsi codku hilang padahal aku ga pernah nolak,"['nah', 'gitu', 'dong', 'spx', 'kamu', 'bisa', 'sayang', 'opsi', 'codku', 'hilang', 'padahal', 'aku', 'ga', 'pernah', 'nolak']",[],[],,ERROR,0.0
1,2025 03 11 14 51 31,jelek banyak penipuan lewat cod data customer bisa bocor ke pihak lain bikin laporan tapi pihak shopee cuma memberikan sanksi pada pihak yang curang tapi tidak ada ganti rugi buat customer yang dirugikan hati hati sama penjual yang punya dua toko atau lebih harusnya pihak shopee lebih bisa mengawasi,"['jelek', 'banyak', 'penipuan', 'lewat', 'cod', 'data', 'customer', 'bisa', 'bocor', 'ke', 'pihak', 'lain', 'bikin', 'laporan', 'tapi', 'pihak', 'shopee', 'cuma', 'memberikan', 'sanksi', 'pada', 'pihak', 'yang', 'curang', 'tapi', 'tidak', 'ada', 'ganti', 'rugi', 'buat', 'customer', 'yang', 'dirugikan', 'hati', 'hati', 'sama', 'penjual', 'yang', 'punya', 'dua', 'toko', 'atau', 'lebih', 'harusnya', 'pihak', 'shopee', 'lebih', 'bisa', 'mengawasi']","['penipuan', 'bikin', 'laporan', 'dirugikan', 'mengawasi']","['tipu', 'bikin', 'lapor', 'rugi', 'awas']",tipu bikin lapor rugi awas,neutral,0.5830274820327759
5,2025 03 11 14 35 13,belanja mudah ya di shopee apa aja ada mau cash atau cod bisa,"['belanja', 'mudah', 'ya', 'di', 'shopee', 'apa', 'aja', 'ada', 'mau', 'cash', 'atau', 'cod', 'bisa']",['belanja'],['belanja'],belanja,positive,0.9974477291107178
5,2025 03 11 10 54 16,sy berbelanja aman kualitas barang jg sesuai pesanan mudah dgn layanan cod sehingga lebih trus percaya pada shoope tks,"['sy', 'berbelanja', 'aman', 'kualitas', 'barang', 'jg', 'sesuai', 'pesanan', 'mudah', 'dgn', 'layanan', 'cod', 'sehingga', 'lebih', 'trus', 'percaya', 'pada', 'shoope', 'tks']",['berbelanja'],['belanja'],belanja,positive,0.9974477291107178
5,2025 03 11 10 46 51,puas tapi kenapa kadang ada barang yang gak bisa cod,"['puas', 'tapi', 'kenapa', 'kadang', 'ada', 'barang', 'yang', 'gak', 'bisa', 'cod']",[],[],,ERROR,0.0
1,2025 03 11 10 45 19,jnt reguler sudah di non aktifkan dan kalo pake jnt ngak bisa cod lagi emang benar shopee tambah lama tambah buruk krna kalo pakai jasa kirim spx lama buanget dah,"['jnt', 'reguler', 'sudah', 'di', 'non', 'aktifkan', 'dan', 'kalo', 'pake', 'jnt', 'ngak', 'bisa', 'cod', 'lagi', 'emang', 'benar', 'shopee', 'tambah', 'lama', 'tambah', 'buruk', 'krna', 'kalo', 'pakai', 'jasa', 'kirim', 'spx', 'lama', 'buanget', 'dah']","['jnt', 'aktifkan', 'jnt']","['jnt', 'aktif', 'jnt']",jnt aktif jnt,neutral,0.9076098203659058
1,2025 03 11 07 24 31,sangat tidak pro seller apalagi fitur blokir seharusnya di aktifkan karna ada seller yg nolak cod sengaja dan merugikan seller karna fitur blokir tidak tersedia dia bisa pesan lagi dan merugikan sekali,"['sangat', 'tidak', 'pro', 'seller', 'apalagi', 'fitur', 'blokir', 'seharusnya', 'di', 'aktifkan', 'karna', 'ada', 'seller', 'yg', 'nolak', 'cod', 'sengaja', 'dan', 'merugikan', 'seller', 'karna', 'fitur', 'blokir', 'tidak', 'tersedia', 'dia', 'bisa', 'pesan', 'lagi', 'dan', 'merugikan', 'sekali']","['pro', 'blokir', 'aktifkan', 'merugikan', 'blokir', 'tersedia', 'merugikan']","['pro', 'blokir', 'aktif', 'rugi', 'blokir', 'sedia', 'rugi']",pro blokir aktif rugi blokir sedia rugi,negative,0.9775065183639526
5,2025 03 11 06 17 41,sejauh ini msh bagus kdg barangnya lbh cepat dtg dr tgl estimasi ampe gue minta maaf mulu ama kurir krn pas paket cod dtg gue lg di luar sering bgt paket dtgnya sebelum tgl estimasi tiba,"['sejauh', 'ini', 'msh', 'bagus', 'kdg', 'barangnya', 'lbh', 'cepat', 'dtg', 'dr', 'tgl', 'estimasi', 'ampe', 'gue', 'minta', 'maaf', 'mulu', 'ama', 'kurir', 'krn', 'pas', 'paket', 'cod', 'dtg', 'gue', 'lg', 'di', 'luar', 'sering', 'bgt', 'paket', 'dtgnya', 'sebelum', 'tgl', 'estimasi', 'tiba']","['barangnya', 'ampe', 'ama']","['barang', 'ampe', 'ama']",barang ampe ama,negative,0.9986556768417358
4,2025 03 11 04 15 35,halo min ini saya lagi ada masalah di apk shopee saya tidak bisa cod lagi dan pusat bantuan di akun shopee saya tidak bisa di buka min,"['halo', 'min', 'ini', 'saya', 'lagi', 'ada', 'masalah', 'di', 'apk', 'shopee', 'saya', 'tidak', 'bisa', 'cod', 'lagi', 'dan', 'pusat', 'bantuan', 'di', 'akun', 'shopee', 'saya', 'tidak', 'bisa', 'di', 'buka', 'min']","['halo', 'bantuan']","['halo', 'bantu']",halo bantu,neutral,0.7533862590789795
5,2025 03 11 03 17 37,saya kemarin lusa pembayaran lewat via bank bca kak dan sekarang mau chakeout itu kenapa semuanya ga bisa cod,"['saya', 'kemarin', 'lusa', 'pembayaran', 'lewat', 'via', 'bank', 'bca', 'kak', 'dan', 'sekarang', 'mau', 'chakeout', 'itu', 'kenapa', 'semuanya', 'ga', 'bisa', 'cod']",['lusa'],['lusa'],lusa,positive,0.9785423278808594
5,2025 03 11 00 55 50,belanja mudah kapan saja sambil rebahan gak bikin ribet koin live sekarang gak bs diklaim ada shopee fitur cod juga berubah biasa belanja ditoko langganan bisa cod sekarang gk bisa,"['belanja', 'mudah', 'kapan', 'saja', 'sambil', 'rebahan', 'gak', 'bikin', 'ribet', 'koin', 'live', 'sekarang', 'gak', 'bs', 'diklaim', 'ada', 'shopee', 'fitur', 'cod', 'juga', 'berubah', 'biasa', 'belanja', 'ditoko', 'langganan', 'bisa', 'cod', 'sekarang', 'gk', 'bisa']","['belanja', 'rebahan', 'bikin', 'diklaim', 'berubah', 'belanja', 'ditoko', 'langganan']","['belanja', 'rebah', 'bikin', 'klaim', 'ubah', 'belanja', 'toko', 'langgan']",belanja rebah bikin klaim ubah belanja toko langgan,neutral,0.9987987279891968
5,2025 03 10 22 55 57,walaupun saya jau di kepulauan terluar simeulue aceh tapi bisa cod itu sangat membantu saya dalam berbelanja saran saya jgn mudah blokir krn kadang kalah banyak toko online yg kurang jujur trimakasih sukses slalu shopee is the best,"['walaupun', 'saya', 'jau', 'di', 'kepulauan', 'terluar', 'simeulue', 'aceh', 'tapi', 'bisa', 'cod', 'itu', 'sangat', 'membantu', 'saya', 'dalam', 'berbelanja', 'saran', 'saya', 'jgn', 'mudah', 'blokir', 'krn', 'kadang', 'kalah', 'banyak', 'toko', 'online', 'yg', 'kurang', 'jujur', 'trimakasih', 'sukses', 'slalu', 'shopee', 'is', 'the', 'best']","['jau', 'kepulauan', 'terluar', 'simeulue', 'aceh', 'membantu', 'berbelanja', 'blokir']","['jau', 'pulau', 'luar', 'simeulue', 'aceh', 'bantu', 'belanja', 'blokir']",jau pulau luar simeulue aceh bantu belanja blokir,neutral,0.9983319640159607
5,2025 03 10 21 29 06,terimakasih banyak shopee sekarang saya sudah bisa melakukan pembayaran cod,"['terimakasih', 'banyak', 'shopee', 'sekarang', 'saya', 'sudah', 'bisa', 'melakukan', 'pembayaran', 'cod']",[],[],,ERROR,0.0
5,2025 03 10 21 02 35,pelanggan baru d shopee tapi langsung happy dong promo melimpah d tambah cod dan gratis ongkir nya selama belnja d shopee belom pernah kena ongkir sip dah buat kalian yang pengen lebih hemat cepat downlod aplikasinya sukses buat shopee semoga makin d cintai,"['pelanggan', 'baru', 'd', 'shopee', 'tapi', 'langsung', 'happy', 'dong', 'promo', 'melimpah', 'd', 'tambah', 'cod', 'dan', 'gratis', 'ongkir', 'nya', 'selama', 'belnja', 'd', 'shopee', 'belom', 'pernah', 'kena', 'ongkir', 'sip', 'dah', 'buat', 'kalian', 'yang', 'pengen', 'lebih', 'hemat', 'cepat', 'downlod', 'aplikasinya', 'sukses', 'buat', 'shopee', 'semoga', 'makin', 'd', 'cintai']","['pelanggan', 'd', 'melimpah', 'd', 'belnja', 'd', 'pengen', 'aplikasinya', 'd', 'cintai']","['langgan', 'd', 'limpah', 'd', 'belnja', 'd', 'ken', 'aplikasi', 'd', 'cinta']",langgan d limpah d belnja d ken aplikasi d cinta,positive,0.9908849596977234
5,2025 03 10 20 42 35,sebagai opsi saya jangan di batasi penggunaan cod terimakasih,"['sebagai', 'opsi', 'saya', 'jangan', 'di', 'batasi', 'penggunaan', 'cod', 'terimakasih']","['batasi', 'penggunaan']","['batas', 'guna']",batas guna,neutral,0.9638567566871643
5,2025 03 10 20 30 27,merasa aman transaksi disini ada cod cek dulu sama jaminan pengembalian dll yg pengen beli beli beli lagi di sini,"['merasa', 'aman', 'transaksi', 'disini', 'ada', 'cod', 'cek', 'dulu', 'sama', 'jaminan', 'pengembalian', 'dll', 'yg', 'pengen', 'beli', 'beli', 'beli', 'lagi', 'di', 'sini']","['jaminan', 'pengen']","['jamin', 'ken']",jamin ken,positive,0.9798498153686523
5,2025 03 10 20 13 13,semenjak bisa cod selalu beli di sini,"['semenjak', 'bisa', 'cod', 'selalu', 'beli', 'di', 'sini']",[],[],,ERROR,0.0
5,2025 03 10 20 09 05,apk nya bagus kak tapi sekarang apk nya lagi bermasalah ya soalnya dijambi gak bisa cod kak,"['apk', 'nya', 'bagus', 'kak', 'tapi', 'sekarang', 'apk', 'nya', 'lagi', 'bermasalah', 'ya', 'soalnya', 'dijambi', 'gak', 'bisa', 'cod', 'kak']",['bermasalah'],['masalah'],masalah,negative,0.9989883303642273
5,2025 03 10 19 58 06,shopee sangat memuaskan terjamin barang yang saya beli apalagi ada fitur cod bayar ditempat cek dulu baru dibayar apabila barang yang sampai tidak sesuai dengan yg di posting oleh toko bisa dikembalikan namun sebagian toko tidak menerapkan cara ini,"['shopee', 'sangat', 'memuaskan', 'terjamin', 'barang', 'yang', 'saya', 'beli', 'apalagi', 'ada', 'fitur', 'cod', 'bayar', 'ditempat', 'cek', 'dulu', 'baru', 'dibayar', 'apabila', 'barang', 'yang', 'sampai', 'tidak', 'sesuai', 'dengan', 'yg', 'di', 'posting', 'oleh', 'toko', 'bisa', 'dikembalikan', 'namun', 'sebagian', 'toko', 'tidak', 'menerapkan', 'cara', 'ini']","['memuaskan', 'terjamin', 'ditempat', 'dibayar', 'dikembalikan', 'menerapkan']","['muas', 'jamin', 'tempat', 'bayar', 'kembali', 'terap']",muas jamin tempat bayar kembali terap,neutral,0.9429497122764587
4,2025 03 10 19 48 12,pengiriman spx udah mulai membaik tapi kalo bisa nomor wa kurir di cantumkan pas pengiriman biar kalo lagi gak ada di rumah kurir bisa di chat kalo uang cod di titipin di tetangga,"['pengiriman', 'spx', 'udah', 'mulai', 'membaik', 'tapi', 'kalo', 'bisa', 'nomor', 'wa', 'kurir', 'di', 'cantumkan', 'pas', 'pengiriman', 'biar', 'kalo', 'lagi', 'gak', 'ada', 'di', 'rumah', 'kurir', 'bisa', 'di', 'chat', 'kalo', 'uang', 'cod', 'di', 'titipin', 'di', 'tetangga']","['membaik', 'cantumkan']","['baik', 'cantum']",baik cantum,positive,0.8767548203468323
5,2025 03 10 19 24 37,sangat puas dengan ada nya shopee bisa di permudah segala pemesanan barang dan bisa cod,"['sangat', 'puas', 'dengan', 'ada', 'nya', 'shopee', 'bisa', 'di', 'permudah', 'segala', 'pemesanan', 'barang', 'dan', 'bisa', 'cod']","['permudah', 'pemesanan']","['mudah', 'mesan']",mudah mesan,positive,0.6104210615158081
4,2025 03 10 15 31 55,min kenapa shoope saya tidak bisa cod katanya banyak juga orang yang tidak bisa melakukan metode pembayaran dengan cod jadi tolong diperbaiki min,"['min', 'kenapa', 'shoope', 'saya', 'tidak', 'bisa', 'cod', 'katanya', 'banyak', 'juga', 'orang', 'yang', 'tidak', 'bisa', 'melakukan', 'metode', 'pembayaran', 'dengan', 'cod', 'jadi', 'tolong', 'diperbaiki', 'min']",['diperbaiki'],['baik'],baik,positive,0.9978936314582825
1,2025 03 10 15 02 50,tombol pesanan diterima menjebak kalau pembelian melalui shopee pay kalau dengan cod tombol pesanan diterima tak bisa digunakan,"['tombol', 'pesanan', 'diterima', 'menjebak', 'kalau', 'pembelian', 'melalui', 'shopee', 'pay', 'kalau', 'dengan', 'cod', 'tombol', 'pesanan', 'diterima', 'tak', 'bisa', 'digunakan']","['diterima', 'menjebak', 'pembelian', 'diterima']","['terima', 'jebak', 'beli', 'terima']",terima jebak beli terima,negative,0.993755578994751
5,2025 03 10 14 53 59,tolong diperbaiki tentang kinerja kurirnya khususnya yang sistem cod masa iya ada laporan paket ditolak pembeli dan akan dikembalikan ke pengirim padahal nyatanya pembeli tidak merasa menerima pesanan masalahnya ini kejadiannya udah berulangkali,"['tolong', 'diperbaiki', 'tentang', 'kinerja', 'kurirnya', 'khususnya', 'yang', 'sistem', 'cod', 'masa', 'iya', 'ada', 'laporan', 'paket', 'ditolak', 'pembeli', 'dan', 'akan', 'dikembalikan', 'ke', 'pengirim', 'padahal', 'nyatanya', 'pembeli', 'tidak', 'merasa', 'menerima', 'pesanan', 'masalahnya', 'ini', 'kejadiannya', 'udah', 'berulangkali']","['diperbaiki', 'kinerja', 'kurirnya', 'laporan', 'ditolak', 'dikembalikan', 'pengirim', 'menerima', 'kejadiannya', 'berulangkali']","['baik', 'kerja', 'kurir', 'lapor', 'tolak', 'kembali', 'kirim', 'terima', 'jadi', 'berulangkali']",baik kerja kurir lapor tolak kembali kirim terima jadi berulangkali,neutral,0.9973399043083191
4,2025 03 10 11 54 50,sayang sekali tdk bisa cod krn saya lupa tdk ambil paket akhirnya dikembalikan berakibat skrg tdk bisa cod,"['sayang', 'sekali', 'tdk', 'bisa', 'cod', 'krn', 'saya', 'lupa', 'tdk', 'ambil', 'paket', 'akhirnya', 'dikembalikan', 'berakibat', 'skrg', 'tdk', 'bisa', 'cod']","['dikembalikan', 'berakibat']","['kembali', 'akibat']",kembali akibat,neutral,0.839425802230835
5,2025 03 10 11 06 14,memang tempat belanja paling murah dan pembayaran juga banyak metodenya tapi menurut saya untuk yang cod untuk lebih teliti dalam pesanannya supaya tidak tertipu seperti saya karna dari pengalaman saya yang lupa melihat riwayat pesanan saya langsung saya terima dan setelah notifikasi dari shopee baru muncul dan ternyata setelah saya buka ternyata barangnya berbeda maka untuk teman jangan pernah menerima paket sebelum ada notifikasi dari shopee nya langsung yaa,"['memang', 'tempat', 'belanja', 'paling', 'murah', 'dan', 'pembayaran', 'juga', 'banyak', 'metodenya', 'tapi', 'menurut', 'saya', 'untuk', 'yang', 'cod', 'untuk', 'lebih', 'teliti', 'dalam', 'pesanannya', 'supaya', 'tidak', 'tertipu', 'seperti', 'saya', 'karna', 'dari', 'pengalaman', 'saya', 'yang', 'lupa', 'melihat', 'riwayat', 'pesanan', 'saya', 'langsung', 'saya', 'terima', 'dan', 'setelah', 'notifikasi', 'dari', 'shopee', 'baru', 'muncul', 'dan', 'ternyata', 'setelah', 'saya', 'buka', 'ternyata', 'barangnya', 'berbeda', 'maka', 'untuk', 'teman', 'jangan', 'pernah', 'menerima', 'paket', 'sebelum', 'ada', 'notifikasi', 'dari', 'shopee', 'nya', 'langsung', 'yaa']","['belanja', 'metodenya', 'pesanannya', 'tertipu', 'pengalaman', 'barangnya', 'berbeda', 'menerima']","['belanja', 'metode', 'pesan', 'tipu', 'alam', 'barang', 'beda', 'terima']",belanja metode pesan tipu alam barang beda terima,negative,0.9982372522354126
5,2025 03 10 10 39 16,tolong aktifin fitur cod saya dong kak di saya ga bisa cod dikarenakan pengiriman yang gagal beberapa kali padahal kurirnya yang ga nganterin ke alamat saya,"['tolong', 'aktifin', 'fitur', 'cod', 'saya', 'dong', 'kak', 'di', 'saya', 'ga', 'bisa', 'cod', 'dikarenakan', 'pengiriman', 'yang', 'gagal', 'beberapa', 'kali', 'padahal', 'kurirnya', 'yang', 'ga', 'nganterin', 'ke', 'alamat', 'saya']",['kurirnya'],['kurir'],kurir,negative,0.48020797967910767
5,2025 03 10 10 34 47,barang a murah n bagus n bisa cod,"['barang', 'a', 'murah', 'n', 'bagus', 'n', 'bisa', 'cod']","['a', 'n', 'n']","['a', 'n', 'n']",a n n,neutral,0.7581597566604614
5,2025 03 10 10 09 00,tolong buat para kurir jgn suka buat konfirmasi fiktif belum dtg ke rumah udah di bilang pembeli menolak pembeli tidak di rumah akhir nya akun shopee saya gk bisa cod lagi,"['tolong', 'buat', 'para', 'kurir', 'jgn', 'suka', 'buat', 'konfirmasi', 'fiktif', 'belum', 'dtg', 'ke', 'rumah', 'udah', 'di', 'bilang', 'pembeli', 'menolak', 'pembeli', 'tidak', 'di', 'rumah', 'akhir', 'nya', 'akun', 'shopee', 'saya', 'gk', 'bisa', 'cod', 'lagi']",['menolak'],['tolak'],tolak,negative,0.7883692383766174
1,2025 03 10 09 27 42,buka cod ya mbak,"['buka', 'cod', 'ya', 'mbak']",['mbak'],['mbak'],mbak,positive,0.9034172892570496
3,2025 03 10 09 11 02,kenapa ya shoppe saya gak bisa di gunakan kalo mau transaksi selalu ada kata terjadi transaksi yang mencurigakan padahal saya beli selalu cod gak punya pay latter juga aneh sangat menggangu,"['kenapa', 'ya', 'shoppe', 'saya', 'gak', 'bisa', 'di', 'gunakan', 'kalo', 'mau', 'transaksi', 'selalu', 'ada', 'kata', 'terjadi', 'transaksi', 'yang', 'mencurigakan', 'padahal', 'saya', 'beli', 'selalu', 'cod', 'gak', 'punya', 'pay', 'latter', 'juga', 'aneh', 'sangat', 'menggangu']","['shoppe', 'mencurigakan']","['shoppe', 'curiga']",shoppe curiga,negative,0.9953027963638306
5,2025 03 10 09 05 02,shopee mantaap semua produk ada di shopee buka layanan cod donk,"['shopee', 'mantaap', 'semua', 'produk', 'ada', 'di', 'shopee', 'buka', 'layanan', 'cod', 'donk']",[],[],,ERROR,0.0
5,2025 03 10 06 51 51,kalo bisa cod mah mantab dah,"['kalo', 'bisa', 'cod', 'mah', 'mantab', 'dah']",[],[],,ERROR,0.0
1,2025 03 10 03 06 58,knpa skarang shopee gak bisa cod pdhl ngebantu bngt,"['knpa', 'skarang', 'shopee', 'gak', 'bisa', 'cod', 'pdhl', 'ngebantu', 'bngt']",[],[],,ERROR,0.0
5,2025 03 10 02 38 50,bagus lebih mudah belanja online krn ada cod,"['bagus', 'lebih', 'mudah', 'belanja', 'online', 'krn', 'ada', 'cod']",['belanja'],['belanja'],belanja,positive,0.9974477291107178
5,2025 03 10 00 25 10,akusangat senang dengar adanya shopee ini karna selain mudah untuk berbelanja juga murah murah terus sangat senang juga karna ada cod nya sangat bagus terimakasih,"['akusangat', 'senang', 'dengar', 'adanya', 'shopee', 'ini', 'karna', 'selain', 'mudah', 'untuk', 'berbelanja', 'juga', 'murah', 'murah', 'terus', 'sangat', 'senang', 'juga', 'karna', 'ada', 'cod', 'nya', 'sangat', 'bagus', 'terimakasih']","['akusangat', 'berbelanja']","['akusangat', 'belanja']",akusangat belanja,negative,0.8799241185188293
5,2025 03 09 23 16 38,keren sekali setelah update akun saya tidak bisa cod,"['keren', 'sekali', 'setelah', 'update', 'akun', 'saya', 'tidak', 'bisa', 'cod']",[],[],,ERROR,0.0
5,2025 03 09 22 32 54,tolong banget min soal fitur pembayaran transfer via bank pada toko bisa di non aktifkan sulit untuk yang mau cod untuk cek out danbeli,"['tolong', 'banget', 'min', 'soal', 'fitur', 'pembayaran', 'transfer', 'via', 'bank', 'pada', 'toko', 'bisa', 'di', 'non', 'aktifkan', 'sulit', 'untuk', 'yang', 'mau', 'cod', 'untuk', 'cek', 'out', 'danbeli']",['aktifkan'],['aktif'],aktif,positive,0.6874661445617676
2,2025 03 09 21 58 02,kadang ga bisa cod dan flash sale nya harus selalu lewat spay later pdhl cod juga harusnya bisa dong gada niatan buat ngealihin ke cod apa,"['kadang', 'ga', 'bisa', 'cod', 'dan', 'flash', 'sale', 'nya', 'harus', 'selalu', 'lewat', 'spay', 'later', 'pdhl', 'cod', 'juga', 'harusnya', 'bisa', 'dong', 'gada', 'niatan', 'buat', 'ngealihin', 'ke', 'cod', 'apa']","['niatan', 'ngealihin']","['niat', 'ngealihin']",niat ngealihin,negative,0.8707475066184998
5,2025 03 09 21 53 59,iya bagus banget tapi entah kenapa sekarang pengiriman ke jambi enggak bisa cod padahal saya mau beli makanan kucing saya tolong di kasih alasannya ya shopee,"['iya', 'bagus', 'banget', 'tapi', 'entah', 'kenapa', 'sekarang', 'pengiriman', 'ke', 'jambi', 'enggak', 'bisa', 'cod', 'padahal', 'saya', 'mau', 'beli', 'makanan', 'kucing', 'saya', 'tolong', 'di', 'kasih', 'alasannya', 'ya', 'shopee']","['jambi', 'makanan', 'kucing', 'alasannya']","['jambi', 'makan', 'kucing', 'alas']",jambi makan kucing alas,neutral,0.9975830316543579
